adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,SIC Code,Office,Industry Title,filing_url
0000842162-23-000011,842162,LEAR CORP,3714.0,US,MI,SOUTHFIELD,48033,21557 TELEGRAPH ROAD,,2484471500,US,MI,SOUTHFIELD,48033,21557 TELEGRAPH ROAD,,US,DE,133386776.0,LEAR CORP /DE/,19960620.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230209,2023-02-09 17:00:00.0,0,1,lear-20221231_htm.xml,1,,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,https://www.sec.gov/Archives/edgar/data/842162/000084216223000011/0000842162-23-000011.txt
0000908255-23-000013,908255,BORGWARNER INC,3714.0,US,MI,AUBURN HILLS,48326,3850 HAMLIN RD.,,2487549200,US,MI,AUBURN HILLS,48326,3850 HAMLIN RD.,,US,DE,133404508.0,BORG WARNER AUTOMOTIVE INC,19930628.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230209,2023-02-09 14:58:00.0,0,1,bwa-20221231_htm.xml,1,,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,https://www.sec.gov/Archives/edgar/data/908255/000090825523000013/0000908255-23-000013.txt
0001521332-23-000013,1521332,APTIV PLC,3714.0,IE,,DUBLIN,D02 VY79,5 HANOVER QUAY,GRAND CANAL DOCK,353-1-259-7013,IE,,DUBLIN,D02 VY79,5 HANOVER QUAY,GRAND CANAL DOCK,JE,,0.0,DELPHI AUTOMOTIVE PLC,20110520.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230208,2023-02-08 08:34:00.0,0,1,aptv-20221231_htm.xml,1,,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,https://www.sec.gov/Archives/edgar/data/1521332/000152133223000013/0001521332-23-000013.txt
0001193125-22-097864,1819253,HAYMAKER ACQUISITION CORP. III,2833.0,US,NY,NEW YORK,10022,501 MADISON AVENUE,FLOOR 5,2126169600,US,NY,NEW YORK,10022,501 MADISON AVENUE,FLOOR 5,US,DE,0.0,,,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220407,2022-04-06 21:58:00.0,0,1,d282210d10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1819253/000119312522097864/0001193125-22-097864.txt
0001437749-22-015612,768408,CYANOTECH CORP,2833.0,US,HI,KAILUA KONA,96740,73-4460 QUEEN KAAHUMANU HWY,SUITE 102,8083261353,US,HI,KAILUA-KONA,96740,73-4460 QUEEN KAAHUMANU HWY,SUITE 102,US,NV,911206026.0,,,4-NON,0,331.0,10-K,20220331.0,2021.0,FY,20220622,2022-06-22 16:46:00.0,0,1,cyan20220331_10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/768408/000143774922015612/0001437749-22-015612.txt
0001663577-22-000372,1442999,ALTEROLA BIOTECH INC.,2833.0,GB,,BIRKENHEAD MERSEYSIDE,CH41 5AR,47 HAMILTON SQUARE,,44 151 601 9477,GB,,BIRKENHEAD MERSEYSIDE,CH41 5AR,47 HAMILTON SQUARE,,,,821317032.0,JEDEDIAH RESOURCES CORP.,20080813.0,4-NON,0,331.0,10-K,20220331.0,2021.0,FY,20220610,2022-06-10 17:09:00.0,0,1,abti10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1442999/000166357722000372/0001663577-22-000372.txt
0001564590-22-021923,1737927,CANOPY GROWTH CORP,2833.0,CA,ON,SMITH FALLS,K7A0A8,1 HERSHEY DRIVE,,855-558-9333,CA,ON,SMITH FALLS,K7A0A8,1 HERSHEY DRIVE,,CA,,0.0,,,1-LAF,1,331.0,10-K,20220331.0,2021.0,FY,20220531,2022-05-31 17:18:00.0,0,1,cgc-10k_20220331_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1737927/000156459022021923/0001564590-22-021923.txt
0001161697-22-000224,1512886,NEUTRA CORP.,2833.0,US,TX,SUGAR LAND,77478,54 SUGAR CREEK CENTER BLVD.,SUITE 200,(702) 793-4121,US,TX,SUGAR LAND,77478,54 SUGAR CREEK CENTER BLVD.,SUITE 200,US,WY,274505461.0,,,4-NON,0,131.0,10-K,20220131.0,2021.0,FY,20220510,2022-05-10 13:52:00.0,0,1,form_10-k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1512886/000116169722000224/0001161697-22-000224.txt
0001193125-22-107050,1783875,4FRONT VENTURES CORP.,2833.0,CA,BC,VANCOUVER,V6C 0A3,2900-550 BURRARD STREET,,(602) 682-7037,CA,BC,VANCOUVER,V6C 0A3,2900-550 BURRARD STREET,,CA,BC,0.0,,,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220418,2022-04-15 20:53:00.0,0,1,d314091d10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1783875/000119312522107050/0001193125-22-107050.txt
0001079973-22-000424,1078799,"MARIJUANA CO OF AMERICA, INC.",2833.0,US,CA,LOS ANGELES,90071,633 W. 5TH STREET,SUITE 2826,(888) 777-4362,US,CA,LOS ANGELES,90071,633 W. 5TH STREET,SUITE 2826,US,UT,870426858.0,CONVERGE GLOBAL INC/CA,19990806.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 14:42:00.0,0,1,mcoa_10k-123121_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1078799/000107997322000424/0001079973-22-000424.txt
0001213900-22-019955,1086303,HEYU BIOLOGICAL TECHNOLOGY CORP,2833.0,CN,,"XIAMEN CITY, FUJIAN PROVINCE",361022,"4TH FLOOR, NO.10 BUILDING, XINGLIN BAY",BUSINESS OPERATION CENTER JIMEI DISTRICT,86 158 5924 0902,CN,,"XIAMEN CITY, FUJIAN PROVINCE",361022,"4TH FLOOR, NO.10 BUILDING, XINGLIN BAY",BUSINESS OPERATION CENTER JIMEI DISTRICT,US,NV,870627910.0,PACIFIC WEBWORKS INC,19990715.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 09:36:00.0,0,1,f10k2021_heyubiological_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1086303/000121390022019955/0001213900-22-019955.txt
0001477932-22-002409,1138608,"BLOOMIOS, INC.",2833.0,US,CA,SANTA BARBARA,93101,201 W. MONTECITO STREET,,805-222-6330,US,CA,SANTA BARBARA,93101,201 W. MONTECITO STREET,,,,874696476.0,XLR MEDICAL CORP.,20040917.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 15:52:00.0,0,1,xlrm_10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1138608/000147793222002409/0001477932-22-002409.txt
0001493152-22-010035,1119643,NUTRA PHARMA CORP,2833.0,US,FL,CORAL SPRINGS,33071,12538 W. ATLANTIC BLVD.,,(954) 509-0911,US,FL,CORAL SPRINGS,33071,12538 W. ATLANTIC BLVD.,,US,CA,912021600.0,CYBER VITAMIN COM,20000717.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 12:26:00.0,0,1,form10-k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1119643/000149315222010035/0001493152-22-010035.txt
0001493152-22-010044,1310630,CHINA FOODS HOLDINGS LTD.,2833.0,HK,,WANCHAI,0000,"SUITE 3102, EVERBRIGHT CENTER",108 GLOUCESTER ROAD,852-3618-8608,HK,,WANCHAI,0000,"SUITE 3102, EVERBRIGHT CENTER",108 GLOUCESTER ROAD,US,DE,910974149.0,"CHINA FOODS HOLDINGS, LTD.",20190513.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 13:18:00.0,0,1,form10-k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1310630/000149315222010044/0001493152-22-010044.txt
0001683168-22-002736,1421819,"HANJIAO GROUP, INC.",2833.0,CN,,"PINGGU DISTRICT, BEIGING",00000,"3-11 BUILDING 3, BEIHUAN EAST ROAD",PINGGU TOWN,86-185-1685-0587,CN,,"PINGGU DISTRICT, BEIGING",00000,"3-11 BUILDING 3, BEIHUAN EAST ROAD",PINGGU TOWN,US,NV,980577859.0,"AS CAPITAL, INC.",20181031.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220415,2022-04-15 15:00:00.0,0,1,hanjiao_i10k-123121_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1421819/000168316822002736/0001683168-22-002736.txt
0001214659-22-005093,1709542,ELECTRONIC SERVITOR PUBLICATION NETWORK INC.,2833.0,US,MN,MINNEAPOLIS,55401,"400 1ST AVE N.,",STE. 100,612-688-1407,US,MN,MINNEAPOLIS,55401,"400 1ST AVE N.,",STE. 100,US,DE,821873116.0,CANNASSIST INTERNATIONAL CORP,20180523.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220412,2022-04-12 06:05:00.0,0,1,d32922010k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1709542/000121465922005093/0001214659-22-005093.txt
0001851734-22-000194,1134765,"CHARLIE'S HOLDINGS, INC.",2833.0,US,CA,COSTA MESA,92627,1007 BRIOSO DR.,,949-570-0691,US,CA,COSTA MESA,92627,1007 BRIOSO DR.,,US,NV,841575085.0,"TRUE DRINKS HOLDINGS, INC.",20130122.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220412,2022-04-12 16:18:00.0,0,1,chuc20211231_10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1134765/000185173422000194/0001851734-22-000194.txt
0001213900-22-017164,1086303,HEYU BIOLOGICAL TECHNOLOGY CORP,2833.0,CN,,"XIAMEN CITY, FUJIAN PROVINCE",361022,"4TH FLOOR, NO.10 BUILDING, XINGLIN BAY",BUSINESS OPERATION CENTER JIMEI DISTRICT,86 158 5924 0902,CN,,"XIAMEN CITY, FUJIAN PROVINCE",361022,"4TH FLOOR, NO.10 BUILDING, XINGLIN BAY",BUSINESS OPERATION CENTER JIMEI DISTRICT,US,NV,870627910.0,PACIFIC WEBWORKS INC,19990715.0,4-NON,0,1231.0,10-K,20201231.0,2020.0,FY,20220401,2022-04-01 06:42:00.0,0,1,hybt-20201231.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1086303/000121390022017164/0001213900-22-017164.txt
0001437749-22-022855,787253,NATURAL ALTERNATIVES INTERNATIONAL INC,2833.0,US,CA,CARLSBAD,92008-7319,1535 FARADAY AVENUE,,7607367700,US,CA,CARLSBAD,92008-7319,1535 FARADAY AVENUE,,US,DE,841007839.0,AMERICAN ACQUISITIONS INC,19860929.0,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220921,2022-09-21 16:16:00.0,0,1,naii20220630_10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/787253/000143774922022855/0001437749-22-022855.txt
0001477932-22-007297,1775194,"UPEXI, INC.",2833.0,US,FL,CLEARWATER,33760,17129 US HWY 19 N.,,701-353-5425,US,FL,CLEARWATER,33760,17129 US HWY 19 N.,,US,NV,833378978.0,"GROVE, INC.",20190429.0,4-NON,0,630.0,10-K,20220630.0,2022.0,FY,20220928,2022-09-28 17:01:00.0,0,1,upxi_10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1775194/000147793222007297/0001477932-22-007297.txt
0001564590-22-026894,1731348,"TILRAY BRANDS, INC.",2833.0,US,NY,NEW YORK,10065,655 MADISON AVENUE,19TH FLOOR,519.322.8800,US,NY,NEW YORK,10065,655 MADISON AVENUE,19TH FLOOR,,,824310622.0,"TILRAY, INC.",20180213.0,1-LAF,1,531.0,10-K,20220531.0,2022.0,FY,20220728,2022-07-28 16:27:00.0,0,1,tlry-10k_20220531_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1731348/000156459022026894/0001564590-22-026894.txt
0000950170-23-010664,1819253,BIOTE CORP.,2833.0,US,TX,IRVING,75038,1875 W. WALNUT HILL LN #100,,972-486-9346,US,TX,IRVING,75038,1875 W. WALNUT HILL LN #100,,,,851791125.0,HAYMAKER ACQUISITION CORP. III,20200727.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230329,2023-03-29 17:29:00.0,0,1,btmd-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1819253/000095017023010664/0000950170-23-010664.txt
0001214659-23-004363,1709542,ELECTRONIC SERVITOR PUBLICATION NETWORK INC.,2833.0,US,MN,MINNEAPOLIS,55401,"400 1ST AVE N.,",STE. 100,612-688-1407,US,MN,MINNEAPOLIS,55401,"400 1ST AVE N.,",STE. 100,US,DE,821873116.0,CANNASSIST INTERNATIONAL CORP,20180523.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230329,2023-03-29 12:43:00.0,0,1,r32823410k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1709542/000121465923004363/0001214659-23-004363.txt
0001096906-23-000699,1630176,HEALTHY EXTRACTS INC.,2833.0,US,NV,HENDERSON,89011,7375 COMMERCIAL WAY,SUITE 125,702-505-0471,US,NV,HENDERSON,89011,7375 COMMERCIAL WAY,SUITE 125,US,NV,472594704.0,HEALTHLY EXTRACTS INC.,20210219.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 15:12:00.0,0,1,hyex-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1630176/000109690623000699/0001096906-23-000699.txt
0001213900-23-025453,1851860,"SMART FOR LIFE, INC.",2833.0,US,FL,MIAMI,33132,"990 BISCAYNE BLVD., SUITE 503",,786-749-1221,US,FL,MIAMI,33132,"990 BISCAYNE BLVD., SUITE 503",,US,DE,815360128.0,"BONNE SANTE GROUP, INC.",20210317.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 16:06:00.0,0,1,f10k2022_smartforlife_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1851860/000121390023025453/0001213900-23-025453.txt
0001477932-23-001971,1324736,HERO TECHNOLOGIES INC.,2833.0,US,DE,DOVER,19901,8 THE GREEN,SUITE 4000,3025384165,US,DE,DOVER,19901,8 THE GREEN,SUITE 4000,US,NV,770643398.0,HOLLOMAN ENERGY CORP,20080813.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 06:37:00.0,0,1,henc_10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1324736/000147793223001971/0001477932-23-001971.txt
0001493152-23-010092,1310630,CHINA FOODS HOLDINGS LTD.,2833.0,HK,,WANCHAI,0000,"SUITE 3102, EVERBRIGHT CENTER",108 GLOUCESTER ROAD,852-3618-8608,HK,,WANCHAI,0000,"SUITE 3102, EVERBRIGHT CENTER",108 GLOUCESTER ROAD,US,DE,910974149.0,"CHINA FOODS HOLDINGS, LTD.",20190513.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 13:42:00.0,0,1,form10-k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1310630/000149315223010092/0001493152-23-010092.txt
0001753926-23-000347,1590695,"TWINLAB CONSOLIDATED HOLDINGS, INC.",2833.0,US,FL,BOCA RATON,33431,4800 T-REX AVENUE,SUITE 305,561-443-5001,US,FL,BOCA RATON,33431,4800 T-REX AVENUE,SUITE 305,US,NV,463951742.0,"MIRROR ME, INC.",20131031.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230331,2023-03-31 15:14:00.0,0,1,tlcc-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1590695/000175392623000347/0001753926-23-000347.txt
0001096906-23-000683,1763329,"MYCOTOPIA THERAPIES, INC.",2833.0,US,ID,HEYBURN,83336,480 22ND STREET,,208-677-2020,US,ID,HEYBURN,83336,480 22ND STREET,,US,NV,870645794.0,"20/20 GLOBAL, INC.",20190102.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230330,2023-03-30 14:42:00.0,0,1,tpia-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1763329/000109690623000683/0001096906-23-000683.txt
0001493152-23-009742,1552189,"PANACEA LIFE SCIENCES HOLDINGS, INC.",2833.0,US,CO,GREENWOOD VILLAGE,80121,5910 SOUTH UNIVERSITY BLVD,C18-193,561-455-4822,US,CO,GREENWOOD VILLAGE,80121,5910 SOUTH UNIVERSITY BLVD,C18-193,US,NV,271085858.0,"EXACTUS, INC.",20160328.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230330,2023-03-30 16:06:00.0,0,1,form10-k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1552189/000149315223009742/0001493152-23-009742.txt
0001213900-23-022628,1415397,RAPHAEL PHARMACEUTICAL INC.,2833.0,US,NV,LAS VEGAS,89108,SUITE 105 - 5348 VEGAS DR.,,702-442-1166,US,NV,LAS VEGAS,89108,SUITE 105 - 5348 VEGAS DR.,,US,NV,260204284.0,EASY ENERGY INC,20071017.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230324,2023-03-24 09:12:00.0,0,1,f10k2022_raphaelpharma_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1415397/000121390023022628/0001213900-23-022628.txt
0001437749-23-007858,1374328,"FITLIFE BRANDS, INC.",2833.0,US,NE,OMAHA,68137,5214 S. 136TH STREET,,402-884-1894,US,NE,OMAHA,68137,5214 S. 136TH STREET,,US,NV,0.0,"BOND LABORATORIES, INC.",20060831.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230324,2023-03-24 17:01:00.0,0,1,ftlf20221231_10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1374328/000143774923007858/0001437749-23-007858.txt
0001213900-23-022296,1086303,HEYU BIOLOGICAL TECHNOLOGY CORP,2833.0,CN,,"XIAMEN CITY, FUJIAN PROVINCE",361022,"4TH FLOOR, NO.10 BUILDING, XINGLIN BAY",BUSINESS OPERATION CENTER JIMEI DISTRICT,86 158 5924 0902,CN,,"XIAMEN CITY, FUJIAN PROVINCE",361022,"4TH FLOOR, NO.10 BUILDING, XINGLIN BAY",BUSINESS OPERATION CENTER JIMEI DISTRICT,US,NV,870627910.0,PACIFIC WEBWORKS INC,19990715.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230323,2023-03-23 11:07:00.0,0,1,f10k2022_heyubiological_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1086303/000121390023022296/0001213900-23-022296.txt
0001056358-23-000022,1056358,MANNATECH INC,2833.0,US,TX,FLOWER MOUND,75028,1410 LAKESIDE PARKWAY,SUITE 200,9724717400,US,TX,FLOWER MOUND,75028,1410 LAKESIDE PARKWAY,SUITE 200,US,TX,752508900.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230317,2023-03-17 15:28:00.0,0,1,mtex-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1056358/000105635823000022/0001056358-23-000022.txt
0001410578-23-000283,1586554,TARGET GROUP INC.,2833.0,CA,ON,VAUGHAN,L4K-4G9,"55 ADMINISTRATION ROAD, UNIT 13",,905-541-3833,CA,ON,VAUGHAN,L4K-4G9,"55 ADMINISTRATION ROAD, UNIT 13",,US,DE,463610035.0,CHESS SUPERSITE CORP,20140513.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230317,2023-03-17 15:57:00.0,0,1,tmb-20221231x10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1586554/000141057823000283/0001410578-23-000283.txt
0001628280-23-008136,1756390,"ASCEND WELLNESS HOLDINGS, INC.",2833.0,US,NY,NEW YORK,10018,"1411 BROADWAY, 16TH FLOOR",,(646) 661-7600,US,NY,NEW YORK,10018,"1411 BROADWAY, 16TH FLOOR",,US,DE,830602006.0,"ASCEND WELLNESS HOLDINGS, INC",20210420.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230315,2023-03-15 17:16:00.0,0,1,aawh-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1756390/000162828023008136/0001628280-23-008136.txt
0001829126-23-001983,1726822,SOUL BIOTECHNOLOGY CORP,2833.0,CA,SK,SASKATCHEWAN,S3N 2V7,36 FOURTH AVE. N,,(516) 544-2812,CA,SK,SASKATCHEWAN,S3N 2V7,36 FOURTH AVE. N,,US,NV,823155323.0,ADORBS INC.,20180102.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230313,2023-03-13 06:07:00.0,0,1,soulbiotech_10k_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1726822/000182912623001983/0001829126-23-001983.txt
0000950170-23-007053,1813814,MIND MEDICINE (MINDMED) INC.,2833.0,CA,BC,VANCOUVER,V6E 3Z3,1166 ALBERNI STEET,SUITE 1604,(212) 220-6633,CA,BC,VANCOUVER,V6E 3Z3,1166 ALBERNI STEET,SUITE 1604,CA,BC,0.0,,,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230309,2023-03-09 16:24:00.0,0,1,mnmd-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1813814/000095017023007053/0000950170-23-007053.txt
0000950170-23-006575,1754195,TRULIEVE CANNABIS CORP.,2833.0,US,FL,QUINCY,32351,6749 BEN BOSTIC ROAD,,8505080261,US,FL,QUINCY,32351,6749 BEN BOSTIC ROAD,,CA,BC,581882476.0,,,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230308,2023-03-08 06:18:00.0,0,1,tcnnf-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1754195/000095017023006575/0000950170-23-006575.txt
0001628280-23-006968,1386570,CHROMADEX CORP.,2833.0,US,CA,LOS ANGELES,90024,10900 WILSHIRE BLVD,SUITE 600,310-388-6706,US,CA,LOS ANGELES,90024,10900 WILSHIRE BLVD,SUITE 600,US,DE,262940963.0,"CODY RESOURCES, INC.",20070112.0,4-NON,0,1231.0,10-K,20221231.0,2022.0,FY,20230308,2023-03-08 16:02:00.0,0,1,cdxc-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1386570/000162828023006968/0001628280-23-006968.txt
0001522767-23-000015,1522767,MARIMED INC.,2833.0,US,MA,NORWOOD,02062,10 OCEANA WAY,2ND FLOOR,617-795-5940,US,MA,NORWOOD,02062,10 OCEANA WAY,2ND FLOOR,US,DE,274672745.0,WORLDS ONLINE INC.,20110608.0,2-ACC,0,1231.0,10-K,20221231.0,2022.0,FY,20230303,2023-03-03 15:08:00.0,0,1,mrmd-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1522767/000152276723000015/0001522767-23-000015.txt
0000896264-23-000004,896264,USANA HEALTH SCIENCES INC,2833.0,US,UT,SALT LAKE CITY,84120-6336,3838 WEST PARKWAY BLVD.,,8019547100,US,UT,SALT LAKE CITY,84120-6336,3838 WEST PARKWAY BLVD.,3838 WEST PARKWAY BLVD.,US,UT,870500306.0,USANA INC,19930125.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 14:35:00.0,0,1,usna-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/896264/000089626423000004/0000896264-23-000004.txt
0001656472-23-000015,1656472,CRONOS GROUP INC.,2833.0,CA,ON,TORONTO,M5V 2H1,111 PETER STREET,SUITE 300,(416) 504-0004,CA,ON,TORONTO,M5V 2H1,111 PETER STREET,SUITE 300,CA,ON,0.0,PHARMACAN CAPITAL CORP.,20151021.0,1-LAF,0,1231.0,10-K,20221231.0,2022.0,FY,20230228,2023-02-28 07:36:00.0,0,1,cron-20221231_htm.xml,1,,2833,Office of Life Sciences,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,https://www.sec.gov/Archives/edgar/data/1656472/000165647223000015/0001656472-23-000015.txt
0001213900-22-018523,1419793,"ORIGINCLEAR, INC.",2860.0,US,FL,CLEARWATER,33760,"13575 58TH STREET NORTH, SUITE 200",,(727) 440-4603,US,FL,CLEARWATER,33760,"13575 58TH STREET NORTH, SUITE 200",,US,NV,0.0,ORIGINOIL INC,20071129.0,4-NON,0,1231.0,10-K,20211231.0,2021.0,FY,20220407,2022-04-06 19:59:00.0,0,1,f10k2021_originclear_htm.xml,1,,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,https://www.sec.gov/Archives/edgar/data/1419793/000121390022018523/0001213900-22-018523.txt
